0,0,1,1,1,0,9.304453690895834,-15.2779902584
0,0,1,1,0,0,88.05179314157813,295.997829474
1,1,0,0,1,0,18.334292558644794,99.0610318312
0,1,1,1,1,0,32.368440261889305,127.409253947
0,0,1,1,1,0,7.169054426415461,30.2466085349
0,1,0,1,0,1,84.45036427755967,236.599326889
0,0,1,0,0,0,83.44222132851942,266.096545644
0,0,0,1,0,0,55.308872512298386,214.608820431
0,1,1,1,0,1,66.67797616809753,240.759059461
1,0,0,0,0,1,17.945754122404885,34.1162769171
1,0,0,0,0,1,19.008250871797195,109.285683858
0,0,0,1,0,1,49.92345547246554,182.981057376
0,0,0,0,1,0,32.66725683263691,133.526252383
0,1,1,0,1,0,35.61337033669943,119.454056772
1,0,1,1,1,0,91.9201086583442,285.900408428
0,0,0,0,1,0,20.564022219602425,25.6915956333
0,0,1,0,0,1,38.55984169443626,133.471748359
0,0,1,1,1,0,49.265451755419285,129.007975379
1,0,1,1,1,0,61.94389763016496,196.536909094
1,1,1,0,1,0,68.61268912592652,130.964113169
0,0,1,1,0,1,1.1722482445173092,-28.4130680754
1,1,0,1,0,0,63.44684260056937,191.680631512
1,0,1,0,0,0,19.720890191826143,142.351610038
1,0,0,0,1,0,6.924581274505228,11.2928254312
1,0,0,0,0,1,42.65246108540305,115.816453814
1,1,1,1,0,0,28.017804121957507,128.494594141
1,0,1,1,0,1,20.620795417447248,48.9070243123
1,0,1,0,0,1,4.582580626912451,-40.244565531
0,0,1,0,1,1,7.045440915259242,-44.5819321461
1,0,0,0,0,1,99.79146174408152,339.045481149
1,0,1,0,1,1,73.51785878828788,252.808797925
1,0,1,0,1,0,89.04403866445509,307.632477334
0,0,0,1,1,0,30.919491717095966,61.6064341009
1,0,1,0,1,1,80.43210418082903,176.091885454
0,1,1,0,0,0,50.8168708307174,143.804704291
0,1,0,0,1,0,84.21349314657935,291.279899811
1,0,1,1,0,1,30.438330342326033,109.128297739
1,1,0,0,0,0,70.20840050730081,194.50490809
1,1,1,0,0,0,36.60158430844079,106.279973459
1,1,1,0,0,0,46.86615278262364,184.695575329
0,1,1,1,0,1,59.85527092086042,182.935007683
0,0,0,0,0,1,23.907702060631127,105.137435786
1,0,1,1,1,1,71.16774699609692,211.358688518
0,0,0,0,1,0,33.1593622924038,91.6407414471
1,0,0,0,1,1,66.53195203479326,217.02272326
1,0,0,0,0,0,37.84137170315079,151.496769442
0,0,1,0,1,0,34.016349668584034,121.703507469
1,1,0,1,1,0,21.5431421783402,38.0957517275
1,0,1,0,0,1,69.78474551213814,199.927459875
0,0,0,0,0,1,33.36168575831839,100.498841272
1,0,1,0,1,1,38.32633875375151,123.508296154
0,0,0,0,1,1,66.83006010327003,176.201607948
0,0,0,1,1,0,91.70840687696786,242.169960882
1,1,1,1,1,0,35.10651143834323,91.231462407
0,0,1,1,1,1,84.44949625389023,270.451062779
0,1,0,0,0,0,50.81209856775147,196.61739477
1,0,1,0,1,1,83.8423027376535,266.647344429
1,1,0,1,0,0,85.43498270401817,214.919401473
1,0,1,1,1,0,50.85888729232086,149.082997092
0,1,1,0,1,1,21.01873697507674,159.602595089
0,0,1,0,0,0,42.09667622114675,175.262154344
